DATE OCC,AREA ,AREA NAME,Part 1-2,Crm Cd,Crm Cd Desc,DR_NO
2012,11,Northeast,1,474,"THEFT, COIN MACHINE - PETTY ($950 & UNDER)",2
2012,21,Topanga,2,662,"BUNCO, GRAND THEFT",37
2018,12,77th Street,1,433,DRIVING WITHOUT OWNER CONSENT (DWOC),6
2016,16,Foothill,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,6
2016,20,Olympic,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),41
2016,16,Foothill,1,433,DRIVING WITHOUT OWNER CONSENT (DWOC),10
2011,05,Harbor,1,121,"RAPE, FORCIBLE",33
2012,13,Newton,1,441,THEFT PLAIN - ATTEMPT,2
2011,20,Olympic,2,932,PEEPING TOM,9
2012,09,Van Nuys,1,450,THEFT FROM PERSON - ATTEMPT,2
2012,16,Foothill,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),53
2011,21,Topanga,2,924,TELEPHONE PROPERTY - DAMAGE,1
2013,05,Harbor,2,860,BATTERY WITH SEXUAL CONTACT,14
2019,21,Topanga,2,850,INDECENT EXPOSURE,19
2011,05,Harbor,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,3
2011,13,Newton,1,330,BURGLARY FROM VEHICLE,664
2012,16,Foothill,2,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",1
2019,18,Southeast,1,761,BRANDISH WEAPON,249
2019,05,Harbor,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,74
2019,07,Wilshire,2,921,HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,1
2014,06,Hollywood,2,813,CHILD ANNOYING (17YRS & UNDER),11
2017,19,Mission,2,652,DOCUMENT WORTHLESS ($200 & UNDER),1
2016,16,Foothill,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),2
2015,02,Rampart,2,654,"CREDIT CARDS, FRAUD USE ($950 & UNDER",1
2014,20,Olympic,1,761,BRANDISH WEAPON,39
2014,03,Southwest,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",511
2012,14,Pacific,1,510,VEHICLE - STOLEN,802
2013,21,Topanga,2,850,INDECENT EXPOSURE,14
2012,18,Southeast,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,6
2012,08,West LA,2,932,PEEPING TOM,10
2016,14,Pacific,2,932,PEEPING TOM,5
2012,17,Devonshire,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,14
2013,18,Southeast,2,753,DISCHARGE FIREARMS/SHOTS FIRED,33
2018,06,Hollywood,2,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",5
2015,21,Topanga,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),720
2012,04,Hollenbeck,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),30
2011,07,Wilshire,1,220,ATTEMPTED ROBBERY,34
2011,13,Newton,2,910,KIDNAPPING,21
2014,15,N Hollywood,1,121,"RAPE, FORCIBLE",43
2017,10,West Valley,1,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",4
2019,13,Newton,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED",11
2013,07,Wilshire,2,649,DOCUMENT FORGERY / STOLEN FELONY,143
2012,02,Rampart,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",196
2019,06,Hollywood,2,805,PIMPING,4
2018,05,Harbor,2,900,VIOLATION OF COURT ORDER,74
2019,21,Topanga,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,74
2012,06,Hollywood,2,354,THEFT OF IDENTITY,691
2016,04,Hollenbeck,2,660,COUNTERFEIT,2
2010,08,West LA,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,1
2014,11,Northeast,2,437,RESISTING ARREST,22
2013,08,West LA,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,3
2017,20,Olympic,2,662,"BUNCO, GRAND THEFT",78
2017,11,Northeast,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",12
2019,19,Mission,2,354,THEFT OF IDENTITY,513
2018,03,Southwest,2,946,OTHER MISCELLANEOUS CRIME,111
2014,05,Harbor,1,350,"THEFT, PERSON",27
2016,01,Central,1,121,"RAPE, FORCIBLE",82
2012,06,Hollywood,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",16
2012,21,Topanga,1,648,ARSON,14
2017,08,West LA,2,439,FALSE POLICE REPORT,2
2016,12,77th Street,1,122,"RAPE, ATTEMPTED",12
2016,12,77th Street,2,661,UNAUTHORIZED COMPUTER ACCESS,4
2017,05,Harbor,1,820,ORAL COPULATION,10
2010,17,Devonshire,2,920,KIDNAPPING - GRAND ATTEMPT,9
2015,09,Van Nuys,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",643
2015,20,Olympic,1,220,ATTEMPTED ROBBERY,92
2012,19,Mission,2,660,COUNTERFEIT,6
2019,08,West LA,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,2
2015,04,Hollenbeck,2,884,FAILURE TO DISPERSE,1
2014,13,Newton,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,5
2016,06,Hollywood,2,354,THEFT OF IDENTITY,610
2010,07,Wilshire,1,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",5
2014,11,Northeast,2,753,DISCHARGE FIREARMS/SHOTS FIRED,10
2013,02,Rampart,2,439,FALSE POLICE REPORT,2
2012,09,Van Nuys,2,870,CHILD ABANDONMENT,1
2019,19,Mission,2,940,EXTORTION,25
2014,09,Van Nuys,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,17
2010,01,Central,1,450,THEFT FROM PERSON - ATTEMPT,5
2014,18,Southeast,2,850,INDECENT EXPOSURE,7
2011,17,Devonshire,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,11
2012,03,Southwest,2,354,THEFT OF IDENTITY,713
2015,16,Foothill,2,805,PIMPING,1
2017,13,Newton,2,940,EXTORTION,21
2019,02,Rampart,2,886,DISTURBING THE PEACE,5
2016,04,Hollenbeck,2,664,"BUNCO, PETTY THEFT",16
2018,18,Southeast,2,880,DISRUPT SCHOOL,1
2018,07,Wilshire,1,320,"BURGLARY, ATTEMPTED",67
2014,21,Topanga,1,450,THEFT FROM PERSON - ATTEMPT,2
2010,06,Hollywood,1,121,"RAPE, FORCIBLE",66
2013,21,Topanga,1,121,"RAPE, FORCIBLE",39
2015,13,Newton,2,664,"BUNCO, PETTY THEFT",34
2013,17,Devonshire,2,928,THREATENING PHONE CALLS/LETTERS,21
2012,01,Central,2,237,CHILD NEGLECT (SEE 300 W.I.C.),13
2015,21,Topanga,2,910,KIDNAPPING,2
2019,05,Harbor,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),383
2016,15,N Hollywood,2,830,INCEST (SEXUAL ACTS BETWEEN BLOOD RELATIVES),1
2019,17,Devonshire,2,647,THROWING OBJECT AT MOVING VEHICLE,18
2017,14,Pacific,1,310,BURGLARY,959
2016,18,Southeast,2,666,"BUNCO, ATTEMPT",8
2017,17,Devonshire,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,460
2016,08,West LA,2,940,EXTORTION,24
2014,14,Pacific,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,3
2017,03,Southwest,1,110,CRIMINAL HOMICIDE,20
2016,21,Topanga,2,805,PIMPING,1
2015,16,Foothill,2,625,OTHER ASSAULT,5
2014,21,Topanga,1,820,ORAL COPULATION,6
2015,20,Olympic,2,922,CHILD STEALING,4
2012,02,Rampart,2,900,VIOLATION OF COURT ORDER,94
2010,16,Foothill,2,762,LEWD CONDUCT,5
2017,21,Topanga,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,189
2015,12,77th Street,2,886,DISTURBING THE PEACE,7
2016,11,Northeast,2,660,COUNTERFEIT,8
2013,20,Olympic,2,850,INDECENT EXPOSURE,14
2019,19,Mission,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED",4
2015,14,Pacific,2,860,BATTERY WITH SEXUAL CONTACT,54
2018,14,Pacific,1,761,BRANDISH WEAPON,69
2014,10,West Valley,2,813,CHILD ANNOYING (17YRS & UNDER),20
2019,07,Wilshire,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),279
2013,12,77th Street,2,954,CONTRIBUTING,1
2017,07,Wilshire,2,910,KIDNAPPING,2
2018,19,Mission,1,440,THEFT PLAIN - PETTY ($950 & UNDER),477
2015,18,Southeast,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",562
2010,09,Van Nuys,2,649,DOCUMENT FORGERY / STOLEN FELONY,150
2018,18,Southeast,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED",23
2010,17,Devonshire,2,354,THEFT OF IDENTITY,814
2012,19,Mission,1,441,THEFT PLAIN - ATTEMPT,7
2010,19,Mission,2,928,THREATENING PHONE CALLS/LETTERS,32
2011,10,West Valley,2,920,KIDNAPPING - GRAND ATTEMPT,3
2017,18,Southeast,1,520,VEHICLE - ATTEMPT STOLEN,22
2017,04,Hollenbeck,2,664,"BUNCO, PETTY THEFT",17
2018,03,Southwest,1,820,ORAL COPULATION,10
2016,11,Northeast,2,625,OTHER ASSAULT,46
2014,14,Pacific,2,354,THEFT OF IDENTITY,654
2016,02,Rampart,2,651,DOCUMENT WORTHLESS ($200.01 & OVER),2
2017,15,N Hollywood,2,931,"REPLICA FIREARMS(SALE,DISPLAY,MANUFACTURE OR DISTRIBUTE)",1
2012,05,Harbor,2,438,RECKLESS DRIVING,3
2016,06,Hollywood,1,450,THEFT FROM PERSON - ATTEMPT,1
2014,04,Hollenbeck,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),4
2014,11,Northeast,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",579
2012,04,Hollenbeck,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",416
2019,10,West Valley,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",17
2019,07,Wilshire,1,320,"BURGLARY, ATTEMPTED",66
2016,07,Wilshire,2,434,FALSE IMPRISONMENT,2
2013,10,West Valley,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,1
2019,18,Southeast,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,7
2017,17,Devonshire,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,168
2015,18,Southeast,1,820,ORAL COPULATION,20
2019,06,Hollywood,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),404
2014,06,Hollywood,1,121,"RAPE, FORCIBLE",92
2010,01,Central,1,510,VEHICLE - STOLEN,323
2013,02,Rampart,1,110,CRIMINAL HOMICIDE,13
2010,16,Foothill,1,251,SHOTS FIRED AT INHABITED DWELLING,9
2016,09,Van Nuys,2,921,HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,1
2016,06,Hollywood,2,850,INDECENT EXPOSURE,14
2014,11,Northeast,2,928,THREATENING PHONE CALLS/LETTERS,20
2017,07,Wilshire,2,762,LEWD CONDUCT,6
2015,10,West Valley,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",106
2017,11,Northeast,2,928,THREATENING PHONE CALLS/LETTERS,15
2017,07,Wilshire,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),21
2011,02,Rampart,2,901,VIOLATION OF RESTRAINING ORDER,45
2018,12,77th Street,2,438,RECKLESS DRIVING,6
2012,09,Van Nuys,1,310,BURGLARY,638
2019,01,Central,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",61
2011,20,Olympic,1,474,"THEFT, COIN MACHINE - PETTY ($950 & UNDER)",4
2012,12,77th Street,2,755,BOMB SCARE,1
2018,10,West Valley,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",307
2017,11,Northeast,2,623,BATTERY POLICE (SIMPLE),24
2011,19,Mission,1,433,DRIVING WITHOUT OWNER CONSENT (DWOC),1
2015,13,Newton,2,662,"BUNCO, GRAND THEFT",45
2019,09,Van Nuys,2,928,THREATENING PHONE CALLS/LETTERS,9
2010,19,Mission,2,920,KIDNAPPING - GRAND ATTEMPT,4
2017,19,Mission,2,943,CRUELTY TO ANIMALS,4
2013,17,Devonshire,2,900,VIOLATION OF COURT ORDER,105
2019,04,Hollenbeck,2,760,LEWD/LASCIVIOUS ACTS WITH CHILD,1
2012,11,Northeast,2,437,RESISTING ARREST,15
2015,16,Foothill,2,649,DOCUMENT FORGERY / STOLEN FELONY,79
2010,10,West Valley,1,480,BIKE - STOLEN,1
2011,05,Harbor,2,946,OTHER MISCELLANEOUS CRIME,119
2015,20,Olympic,2,850,INDECENT EXPOSURE,22
2010,12,77th Street,2,660,COUNTERFEIT,2
2016,08,West LA,2,886,DISTURBING THE PEACE,40
2012,15,N Hollywood,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,570
2013,17,Devonshire,2,922,CHILD STEALING,2
2012,19,Mission,1,820,ORAL COPULATION,5
2010,08,West LA,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),340
2019,13,Newton,1,352,PICKPOCKET,10
2013,05,Harbor,2,950,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, OVER $950.01",1
2018,15,N Hollywood,2,661,UNAUTHORIZED COMPUTER ACCESS,2
2012,12,77th Street,2,922,CHILD STEALING,18
2010,05,Harbor,1,310,BURGLARY,822
2017,09,Van Nuys,1,820,ORAL COPULATION,7
2019,20,Olympic,2,943,CRUELTY TO ANIMALS,2
2013,05,Harbor,1,122,"RAPE, ATTEMPTED",3
2013,06,Hollywood,2,354,THEFT OF IDENTITY,647
2015,02,Rampart,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,6
2019,18,Southeast,2,922,CHILD STEALING,11
2013,17,Devonshire,2,940,EXTORTION,6
2018,04,Hollenbeck,2,943,CRUELTY TO ANIMALS,2
2013,14,Pacific,1,110,CRIMINAL HOMICIDE,6
2019,03,Southwest,1,820,ORAL COPULATION,23
2017,17,Devonshire,1,510,VEHICLE - STOLEN,734
2015,06,Hollywood,1,820,ORAL COPULATION,16
2010,11,Northeast,2,662,"BUNCO, GRAND THEFT",4
2015,21,Topanga,2,933,PROWLER,4
2017,09,Van Nuys,1,441,THEFT PLAIN - ATTEMPT,3
2018,07,Wilshire,1,251,SHOTS FIRED AT INHABITED DWELLING,4
2017,20,Olympic,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),171
2016,02,Rampart,2,931,"REPLICA FIREARMS(SALE,DISPLAY,MANUFACTURE OR DISTRIBUTE)",1
2010,11,Northeast,2,940,EXTORTION,8
2011,03,Southwest,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,6
2018,12,77th Street,2,624,BATTERY - SIMPLE ASSAULT,1233
2011,21,Topanga,2,625,OTHER ASSAULT,1
2014,07,Wilshire,1,648,ARSON,5
2018,01,Central,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",737
2012,13,Newton,2,928,THREATENING PHONE CALLS/LETTERS,2
2016,02,Rampart,2,622,BATTERY ON A FIREFIGHTER,2
2010,16,Foothill,1,648,ARSON,13
2019,02,Rampart,1,310,BURGLARY,388
2012,09,Van Nuys,2,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",5
2014,03,Southwest,2,943,CRUELTY TO ANIMALS,12
2015,06,Hollywood,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,370
2014,04,Hollenbeck,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,15
2015,08,West LA,2,933,PROWLER,27
2018,06,Hollywood,2,661,UNAUTHORIZED COMPUTER ACCESS,14
2016,12,77th Street,1,220,ATTEMPTED ROBBERY,117
2019,09,Van Nuys,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),232
2019,18,Southeast,2,354,THEFT OF IDENTITY,275
2018,03,Southwest,1,330,BURGLARY FROM VEHICLE,956
2011,08,West LA,1,330,BURGLARY FROM VEHICLE,1048
2012,07,Wilshire,2,753,DISCHARGE FIREARMS/SHOTS FIRED,2
2016,09,Van Nuys,1,350,"THEFT, PERSON",37
2015,04,Hollenbeck,2,622,BATTERY ON A FIREFIGHTER,5
2011,03,Southwest,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,481
2010,08,West LA,1,320,"BURGLARY, ATTEMPTED",84
2013,17,Devonshire,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),400
2019,17,Devonshire,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",14
2013,03,Southwest,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,8
2019,12,77th Street,2,756,WEAPONS POSSESSION/BOMBING,1
2015,19,Mission,2,920,KIDNAPPING - GRAND ATTEMPT,4
2017,12,77th Street,2,931,"REPLICA FIREARMS(SALE,DISPLAY,MANUFACTURE OR DISTRIBUTE)",1
2018,18,Southeast,2,660,COUNTERFEIT,6
2019,18,Southeast,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1029
2015,15,N Hollywood,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,5
2016,05,Harbor,2,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",3
2012,05,Harbor,2,949,ILLEGAL DUMPING,2
2016,14,Pacific,2,649,DOCUMENT FORGERY / STOLEN FELONY,208
2014,12,77th Street,2,654,"CREDIT CARDS, FRAUD USE ($950 & UNDER",1
2012,16,Foothill,2,664,"BUNCO, PETTY THEFT",7
2016,14,Pacific,1,441,THEFT PLAIN - ATTEMPT,9
2017,09,Van Nuys,2,760,LEWD/LASCIVIOUS ACTS WITH CHILD,3
2019,13,Newton,1,444,DISHONEST EMPLOYEE - PETTY THEFT,3
2017,11,Northeast,2,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",4
2019,07,Wilshire,2,888,TRESPASSING,166
2012,04,Hollenbeck,2,886,DISTURBING THE PEACE,4
2014,12,77th Street,2,946,OTHER MISCELLANEOUS CRIME,141
2010,13,Newton,1,310,BURGLARY,687
2013,13,Newton,2,946,OTHER MISCELLANEOUS CRIME,69
2011,06,Hollywood,2,806,PANDERING,1
2013,19,Mission,1,351,PURSE SNATCHING,2
2014,09,Van Nuys,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED",12
2015,02,Rampart,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,7
2010,10,West Valley,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),43
2011,03,Southwest,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,15
2016,19,Mission,2,762,LEWD CONDUCT,15
2014,03,Southwest,2,439,FALSE POLICE REPORT,3
2010,14,Pacific,2,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",22
2011,03,Southwest,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,2
2015,18,Southeast,1,761,BRANDISH WEAPON,124
2010,16,Foothill,1,487,BOAT - STOLEN,2
2017,17,Devonshire,2,886,DISTURBING THE PEACE,33
2016,20,Olympic,2,762,LEWD CONDUCT,5
2012,15,N Hollywood,2,434,FALSE IMPRISONMENT,6
2012,09,Van Nuys,1,820,ORAL COPULATION,4
2015,11,Northeast,2,806,PANDERING,1
2016,09,Van Nuys,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,4
2016,11,Northeast,1,220,ATTEMPTED ROBBERY,53
2016,02,Rampart,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,267
2019,15,N Hollywood,2,806,PANDERING,1
2019,09,Van Nuys,2,943,CRUELTY TO ANIMALS,1
2015,18,Southeast,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",159
2018,20,Olympic,2,922,CHILD STEALING,3
2010,14,Pacific,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",459
2014,16,Foothill,1,330,BURGLARY FROM VEHICLE,384
2015,05,Harbor,2,439,FALSE POLICE REPORT,1
2012,06,Hollywood,2,870,CHILD ABANDONMENT,1
2015,20,Olympic,1,820,ORAL COPULATION,16
2012,03,Southwest,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,74
2014,11,Northeast,2,755,BOMB SCARE,4
2011,14,Pacific,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,4
2018,20,Olympic,2,932,PEEPING TOM,8
2010,04,Hollenbeck,1,310,BURGLARY,333
2016,13,Newton,2,949,ILLEGAL DUMPING,2
2013,04,Hollenbeck,2,660,COUNTERFEIT,3
2011,12,77th Street,1,761,BRANDISH WEAPON,41
2017,12,77th Street,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,25
2019,13,Newton,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),1
2011,18,Southeast,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),59
2011,07,Wilshire,2,762,LEWD CONDUCT,2
2018,08,West LA,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),415
2017,13,Newton,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,12
2017,16,Foothill,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),33
2011,12,77th Street,2,755,BOMB SCARE,1
2014,03,Southwest,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED",18
2017,21,Topanga,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,11
2011,03,Southwest,1,510,VEHICLE - STOLEN,964
2019,21,Topanga,2,928,THREATENING PHONE CALLS/LETTERS,27
2019,10,West Valley,2,647,THROWING OBJECT AT MOVING VEHICLE,14
2016,05,Harbor,2,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",9
2017,01,Central,2,439,FALSE POLICE REPORT,4
2019,10,West Valley,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),19
2019,10,West Valley,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED",7
2010,20,Olympic,1,433,DRIVING WITHOUT OWNER CONSENT (DWOC),2
2014,11,Northeast,2,660,COUNTERFEIT,3
2011,08,West LA,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),150
2010,08,West LA,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),21
2018,04,Hollenbeck,1,122,"RAPE, ATTEMPTED",3
2014,12,77th Street,2,437,RESISTING ARREST,26
2012,15,N Hollywood,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),212
2010,11,Northeast,2,763,STALKING,10
2013,13,Newton,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,406
2016,06,Hollywood,2,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",6
2013,07,Wilshire,1,330,BURGLARY FROM VEHICLE,665
2012,04,Hollenbeck,2,753,DISCHARGE FIREARMS/SHOTS FIRED,37
2010,12,77th Street,1,351,PURSE SNATCHING,9
2018,21,Topanga,2,933,PROWLER,6
2012,16,Foothill,2,901,VIOLATION OF RESTRAINING ORDER,128
2017,09,Van Nuys,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),196
2013,08,West LA,2,946,OTHER MISCELLANEOUS CRIME,70
2018,17,Devonshire,2,661,UNAUTHORIZED COMPUTER ACCESS,12
2012,01,Central,2,888,TRESPASSING,87
2012,21,Topanga,2,860,BATTERY WITH SEXUAL CONTACT,37
2010,11,Northeast,1,475,"THEFT, COIN MACHINE - ATTEMPT",1
2015,20,Olympic,2,662,"BUNCO, GRAND THEFT",36
2016,02,Rampart,1,122,"RAPE, ATTEMPTED",6
2017,14,Pacific,1,352,PICKPOCKET,5
2013,15,N Hollywood,1,110,CRIMINAL HOMICIDE,2
2019,11,Northeast,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),27
2014,13,Newton,1,122,"RAPE, ATTEMPTED",6
2019,14,Pacific,2,910,KIDNAPPING,8
2011,16,Foothill,2,901,VIOLATION OF RESTRAINING ORDER,104
2014,13,Newton,2,664,"BUNCO, PETTY THEFT",30
2017,15,N Hollywood,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,5
2010,07,Wilshire,1,820,ORAL COPULATION,7
2017,06,Hollywood,2,954,CONTRIBUTING,1
2015,10,West Valley,2,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",13
2018,21,Topanga,2,954,CONTRIBUTING,2
2015,09,Van Nuys,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),23
2010,16,Foothill,2,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",1
2016,02,Rampart,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1
2015,21,Topanga,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,2
2010,07,Wilshire,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),256
2011,10,West Valley,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,12
2016,18,Southeast,2,354,THEFT OF IDENTITY,372
2013,04,Hollenbeck,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",407
2017,10,West Valley,1,648,ARSON,11
2018,19,Mission,2,940,EXTORTION,30
2019,06,Hollywood,2,888,TRESPASSING,357
2014,06,Hollywood,2,920,KIDNAPPING - GRAND ATTEMPT,1
2018,18,Southeast,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1009
2019,16,Foothill,1,480,BIKE - STOLEN,16
2011,13,Newton,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),270
2014,09,Van Nuys,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,651
2010,03,Southwest,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,22
2015,03,Southwest,2,625,OTHER ASSAULT,5
2013,09,Van Nuys,2,813,CHILD ANNOYING (17YRS & UNDER),24
2014,09,Van Nuys,2,813,CHILD ANNOYING (17YRS & UNDER),23
2014,02,Rampart,2,932,PEEPING TOM,8
2017,08,West LA,2,237,CHILD NEGLECT (SEE 300 W.I.C.),6
2016,10,West Valley,2,943,CRUELTY TO ANIMALS,3
2017,05,Harbor,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED",19
2016,14,Pacific,2,438,RECKLESS DRIVING,4
2018,20,Olympic,1,352,PICKPOCKET,11
2015,12,77th Street,1,761,BRANDISH WEAPON,121
2014,14,Pacific,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),333
2010,21,Topanga,2,943,CRUELTY TO ANIMALS,7
2011,14,Pacific,1,345,DISHONEST EMPLOYEE - GRAND THEFT,1
2017,16,Foothill,2,649,DOCUMENT FORGERY / STOLEN FELONY,81
